Location Name,Vendor Name,Item Code,Item Description,UOM,Item UOM,Pack,Size,Unit,Contracted Price ($),Last Purchased Date,Last Purchased Price ($),Close Watch,Product(s)
Lea James Hot Chicken,"JAKES, INC.",BAGS43,BAGS T-SHIRT THANK YOU,cs,,1000,1,each,0,3/4/2025,30.67,FALSE,"Non Con, To Go Bags"
Lea James Hot Chicken,US Foods,3362936,"BAG, T-SHIRT 11.5X6,5X21 PLST",cs,,1000,1,each,0,2/23/2024,20.48,FALSE,
Lea James Hot Chicken,US Foods,9189087,BAG  T-SHIRT 11.5X7X21 PLST,case,,1,1000,each,0,1/2/2024,28.77,FALSE,
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,120765_XC46812,BANANA,cs,,1,1,each,0,5/28/2024,4,FALSE,
Lea James Hot Chicken,US Foods,9073909,"BANANA, FRESH REF",ca,,1,10,lb,0,9/10/2024,11.67,FALSE,"Produce, BANANA, FRESH REF"
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC8305704,Banana Pudding,cs,,1,1,ea,0,6/28/2024,4,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC7523071,Banana Pudding,cs,,1,1,ea,0,6/24/2025,20,FALSE,"Dessert, Banana Pudding"
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC53500,bananas,cs,,1,1,ea,0,7/24/2024,6,FALSE,
Lea James Hot Chicken,Chefs Produce,90,BANANAS #1,lb,,1,1,lb,0,2/5/2024,1.27,FALSE,
Lea James Hot Chicken,"JAKES, INC.",BASE61,BASE CHICKEN PASTE G|F NO,cs,,1,1,lb,0,10/14/2024,10.11,TRUE,
Lea James Hot Chicken,"JAKE'S, INC.",BASE61,BASE CHICKEN PASTE G|F NO MSG,cs,,6,6,each,0,7/29/2024,10.11,TRUE,
Lea James Hot Chicken,GORDON FOOD SERVICES,816957,BASE CHIPOTLE CONC,cs,ea,6,14.4,oz,0,11/21/2024,11.98,FALSE,"Dry Goods, Chipotle Concentrate"
Lea James Hot Chicken,US Foods,8823833,BASE  SOUP CHIX PASTE TUB SHLF,case,ea,6,1.99,lb,0,2/20/2024,69.49,FALSE,
Lea James Hot Chicken,"JAKES, INC.",JBXB95,BEEF BRISKET CHOICE,lb,,1,1,lb,0,6/29/2023,4.15,FALSE,"Meat, BEEF BRISKET CHOICE"
Lea James Hot Chicken,"JAKE'S, INC.",FJ4012,BEEF CHUCK FLAP CHOICE OR,lb,,1,1,lb,0,12/3/2024,11.05,FALSE,"Meat, Beef,  Chuck, Flap"
Lea James Hot Chicken,US Foods,8765083,BEEF SUB  PTY MEATL VEG 3,ca,,54,1.8,oz,0,11/17/2023,45.22,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC9942156,Beets,cs,,1,1,,0,10/7/2024,1.49,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC5705377,Beets|Red,lb,,1,1,lb,0,3/24/2025,1.49,FALSE,"Produce, Beetroot,  Red, Fresh"
Lea James Hot Chicken,Chefs Produce,55,BEETS RED MEDIUM,case,,1,25,lb,0,5/23/2024,29.25,FALSE,
Lea James Hot Chicken,Chefs Produce,207,BEETS RED MEDIUM,cs,,1,1,lb,0,1/3/2024,1.88,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC7809704,BISCOFF,cs,,1,1,ea,0,12/15/2022,4,FALSE,
Lea James Hot Chicken,"JAKES, INC.",BSPI75,BLACK PEPPER GROUND,case,lb,3,5,lb,0,11/28/2023,48.27,FALSE,"Dry Goods, Black Pepper, Ground"
Lea James Hot Chicken,Chefs Produce,2400,BLCKBERRIES DRISCOLLS,cs,,1,1,each,0,6/30/2023,48,FALSE,"Produce, BLACKBERRIES DRISCOLLS"
Lea James Hot Chicken,RESTAURANT DEPOT,2260900109,BLEACH AROGEPGERM 128Z,case,,1,128,oz,0,10/21/2023,3.33,FALSE,
Lea James Hot Chicken,US Foods,6696848,BLEACH  DISINF LIQ JUG CLR,cs,,6,1,each,19.9,8/5/2024,20.46,FALSE,"Chemicals, Bleach, Jug"
Lea James Hot Chicken,GORDON FOOD SERVICES,490833,BLEACH LIQ 6-1GAL ARRY,cs,ea,6,1,gal,0,11/8/2024,16.24,FALSE,"Non Con, Bleach"
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,120765_XC46814,BLUE BERRIES,cs,,1,1,ea,0,5/28/2024,32,FALSE,
Lea James Hot Chicken,Chefs Produce,2410,BLUEBERRIES PINT,cs,,1,1,each,0,6/30/2023,46.75,FALSE,"Produce, BLUEBERRIES PINT"
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC7910752,BLUEBERRY,cs,,1,1,ea,0,2/23/2024,32,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC53501,blue berry cake,cs,,1,1,ea,0,9/6/2024,32,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC10776471,Blueberry Lemon Cake,ea,,1,8,piece,0,6/24/2025,32,FALSE,"Dessert, Blueberry Bundt Cake"
Lea James Hot Chicken,GORDON FOOD SERVICES,256145,BOWL FM 8Z XTRA SQT,cs,ea,20,50,count,0,11/14/2024,59.61,FALSE,"Non Com, Bowls, FM Xtra"
Lea James Hot Chicken,CB Commissary LLC,486,Bread Challah Burger Buns 2.5 oz,cs,,1,1,ct,0,6/3/2025,0.57,FALSE,"Dry Goods, Bread,  Burger Bun, 2.5 oz"
Lea James Hot Chicken,COMMON BOND BISTRO & BAKERY,90880_XC12350157,Bread Challah Burger Buns 3 oz.,cs,,1,1,ea,0,5/15/2025,0.62,FALSE,"Dry Goods, Bread,  Burger Bun"
Lea James Hot Chicken,CB Commissary LLC,483,Bread Challah Rolls 2 oz (12 pk),cs,ea,12,2,oz,0,6/3/2025,1.59,FALSE,"Dry Goods, Bread,  Burger Bun, 2 oz"
Lea James Hot Chicken,CB Commissary LLC,487,Bread Challish Burger Buns 3oz,ea,,1,1,ea,0,7/1/2025,0.62,FALSE,"Dry Goods, Bread,  Burger Bun"
Lea James Hot Chicken,CB Commissary LLC,936,Bread Classic White Loaf Sliced,loaf,slice,10,1,ea,0,7/1/2025,2.19,FALSE,"Dry Goods, Bread, Texas Toast"
Lea James Hot Chicken,COMMON BOND BISTRO & BAKERY,90880_XC12350158,Bread Classic White Loaf Sliced.,cs,,1,1,ea,0,5/15/2025,2.19,FALSE,"Dry Goods, Bread, Texas Toast"
Lea James Hot Chicken,CB Commissary LLC,2537,Bread French Toast Brioche Loaf Thick Sliced,each,,1,1,count,0,6/3/2025,1.06,FALSE,"Dry Goods, Bread, French Toast, Thick Slice"
Lea James Hot Chicken,CB Commissary LLC,2537T,Bread French Toast Brioche Loaf Thin Sliced,ea,,1,1,ct,0,5/20/2025,1.06,FALSE,"Dry Goods, Bread, French Toast, Thin Slice"
Lea James Hot Chicken,"JAKE'S, INC.",BRD014,BREAD TEXAS TOAST,each,each,10,24,oz,0,6/27/2023,25.65,FALSE,
Lea James Hot Chicken,"JAKES, INC.",BRD040,"BREAD TEXAS TOAST 3|4""",cs,ea,7,32,oz,0,3/11/2025,23.93,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,US Foods,BRD040,"BREAD TEXAS TOAST 3|4""",cs,ea,7,32,oz,0,7/2/2025,23.6,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,"JAKES, INC.",BRD014,BREAD TEXASUTOAST56624007082,cs,ea,10,24,oz,0,8/8/2023,25.65,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",FRPR49,"BREAD TOASTTEXAS SLI 7|8"" 10 FROZEN OTHER",cs,ea,10,24,oz,0,10/22/2024,40.46,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,US Foods,6534184,BREAD  WHT 12.5  15 SLCD 3 4,cs,each,6,28.32,oz,0,6/2/2023,26.34,TRUE,"Dry Goods, BREAD  WHT 12.5  15 SLCD"
Lea James Hot Chicken,US Foods,6340301,BREAD  WHT 17 SLCD TX 4.25X4.5,cs,ea,10,24,oz,0,7/1/2024,34.87,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,"JAKES, INC.",900006,BREAD YELLOW TEXAS TOAST,cs,ea,2,5,lb,0,12/23/2024,33.37,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,"JAKE'S, INC.",900006,BREAD YELLOW TEXAS TOAST SLIC,cs,ea,8,24,oz,0,5/1/2025,34.17,FALSE,"Frozen, Bread, Texas Toast, White,"
Lea James Hot Chicken,Chefs Produce,245,BROCCOLI CROWNS,cs,,1,20,lb,0,7/7/2023,20.31,FALSE,"Produce, BROCCOLI CROWNS"
Lea James Hot Chicken,Chefs Produce,59,BRUSSELS SPROUTS MEDIUM BULK,cs,,25,1,lb,0,11/20/2023,46.75,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,15700227220,BTR PLUGRA CLRUED 5LB,cs,ea,4,5,lb,0,5/13/2025,24.51,FALSE,"Dairy,  Clarified Butter"
Lea James Hot Chicken,"JAKES, INC.",BUN004,"BUN BURGER BRIOCHE 4.5""",cs,ea,6,12,count,0,10/14/2024,44.57,FALSE,
Lea James Hot Chicken,COMMON BOND BISTRO & BAKERY,90880_XC6585323,Burger Bun WS,ea,,1,1,each,0,6/2/2024,0.62,FALSE,"Dry Goods, Bread,  Burger Bun"
Lea James Hot Chicken,US Foods,4715660,BUTTER  BLND NO SALT TFF REF,cs,ea,36,1,lb,0,9/10/2024,87.06,FALSE,
Lea James Hot Chicken,Chefs Produce,7508,BUTTER BORDEN UNSALTED,case,,36,1,lb,0,1/3/2024,175,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",BUTR28,BUTTER CLARIFIED PLUGRA,case,ea,4,5,lb,0,6/2/2025,104.17,TRUE,"Dairy,  Clarified Butter"
Lea James Hot Chicken,US Foods,BUTR28,BUTTER CLARIFIED PLUGRA,cs,ea,4,5,lb,0,6/30/2025,104.37,FALSE,"Dairy,  Clarified Butter"
Lea James Hot Chicken,"JAKES, INC.",BUTR28,BUTTER CLARIFIED PLUGRA UNSLT,case,ea,4,5,lb,0,6/9/2025,102.95,FALSE,"Dairy,  Clarified Butter"
Lea James Hot Chicken,US Foods,6235931,"BUTTER, CLRFD GRD AA UNSLTD",cs,each,4,5,lb,0,6/7/2024,109.51,FALSE,"Dairy,  Clarified Butter"
Lea James Hot Chicken,US Foods,877506,BUTTER  SALTD SOLID AA GRD REF,cs,ea,36,1,lb,0,3/12/2024,141.13,FALSE,
Lea James Hot Chicken,US Foods,8340416,BUTTER  SALTD WHPD AA GRD TUB,cs,each,4,5,lb,0,6/20/2023,86.91,FALSE,"Dairy, BUTTER  SALTD WHPD AA GRD TUB"
Lea James Hot Chicken,US Foods,877506,"BUTTER, SOLID GRD AA SALTD REF",cs,each,36,1,lb,0,10/9/2023,147.88,FALSE,
Lea James Hot Chicken,"JAKES, INC.",BUTR68,BUTTER SOLID UNSLTD AA BORDEN,cs,,36,1,lb,0,8/26/2024,147.56,FALSE,
Lea James Hot Chicken,US Foods,MILK33,C/0 CREAM HEAVY WHIPPING UHT,cs,ea,12,1,qt,0,6/23/2025,64.98,FALSE,"Dairy, Cream, Heavy"
Lea James Hot Chicken,Chefs Produce,253,CABBAGE GREEN CARTON,cs,,1,1,each,0,6/20/2023,3.78,FALSE,"Produce, CABBAGE RED CARTON"
Lea James Hot Chicken,Chefs Produce,8030,CABBAGE GREEN SHREDDED,cs,,1,1,lb,0,8/9/2023,2.75,FALSE,"Produce, CABBAGE GREEN SHREDDED"
