Location Name,Vendor Name,Item Code,Item Description,UOM,Item UOM,Pack,Size,Unit,Contracted Price ($),Last Purchased Date,Last Purchased Price ($),Close Watch,Product(s)
Lea James Hot Chicken,US Foods,5349329,CABBAGE  GRN SHRD 1 8  PILO PK,cs,,4,5,lb,0,6/4/2024,21.53,FALSE,
Lea James Hot Chicken,Chefs Produce,260,CABBAGE RED CARTON,lb,bag,10,1,lb,0,9/18/2023,1.29,FALSE,produce red cabbage
Lea James Hot Chicken,US Foods,4332011,CABBAGE  RED SHRD 1 8  PILO PK,case,,4,5,lb,0,8/26/2024,28.36,FALSE,"Produce, Cabbage, Red, Shredded"
Lea James Hot Chicken,Chefs Produce,8040,CABBAGE RED SHREDDED 1# LB,cs,,1,1,lb,0,1/5/2024,2.75,FALSE,"Produce, CABBAGE RED SHREDDED 1# LB"
Lea James Hot Chicken,GORDON FOOD SERVICES,285802,"CABBAGE SHRD 1|8""",cs,ea,4,5,lb,0,11/29/2024,30.79,FALSE,"Produce, CABBAGE GREEN SHREDDED"
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC63227,CAKE.,ea,,1,1,ea,0,10/30/2024,32,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC9855094,CAKES,cs,,1,1,ea,0,8/3/2024,32,FALSE,
Lea James Hot Chicken,MJ Sweet and Cake,101841_XC61113,CAKES.,cs,,1,1,ea,0,10/4/2024,32,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,99511346745,CAM CVR S 6|8QT,cs,,6,8,qt,0,10/21/2023,4.22,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC11050889,Canola | Fry,ea,,1,35,lb,0,12/23/2024,40.5,FALSE,"Dry Goods, Oil, Canola, Clear, Frying"
Lea James Hot Chicken,Jorge Garza,58897_XC35013,Carrot,lb,,1,1,lb,0,2/25/2025,0.79,FALSE,"Produce, Carrots, Jumbo, Fresh"
Lea James Hot Chicken,US Foods,4732491,CARROT  JMB BAG FRESH REF,cs,,1,50,lb,0,6/4/2024,27.51,FALSE,
Lea James Hot Chicken,US Foods,4342010,CARROT  MTSTK SHRD FRESH REF,cs,ea,4,5,lb,0,12/31/2024,29,FALSE,"Produce, Carrot, Shredded"
Lea James Hot Chicken,"JAKE'S, INC.",PR8163,CARROTS JUMBO 5 LB,cs,,1,5,lb,0,12/6/2024,6.88,FALSE,
Lea James Hot Chicken,Chefs Produce,273,CARROTS JUMBO MEXICO,cs,,1,50,lb,0,9/18/2023,1.02,FALSE,
Lea James Hot Chicken,Chefs Produce,8052,CARROTS SHREDDED,lb,,1,1,lb,0,1/5/2024,3.25,FALSE,"Produce, CARROTS SHREDDED"
Lea James Hot Chicken,Jorge Garza,58897_XC10484630,Case ==== Coke |500ml Mex,cs,ea,24,500,ml,0,11/19/2024,37,FALSE,"N/A Bev, DRINK SODA COLA COKE MEX GLS"
Lea James Hot Chicken,Jorge Garza,58897_XC10619296,Case== = = Extra Melt | Yellow......,case,lb,6,5,lb,0,1/7/2025,144,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,Jorge Garza,58897_XC10484629,Case =====Sprite 500ml,cs,,24,1,ea,0,12/9/2024,38.5,FALSE,"N/A Bev, Soda, Sprite"
Lea James Hot Chicken,Jorge Garza,58897_XC10619293,Case —---Sprite 500ml,cs,ea,24,1,ea,0,2/25/2025,41.5,FALSE,"N/A Bev, Soda, Sprite"
Lea James Hot Chicken,Jorge Garza,58897_XC11813053,Case Sprite 500ml.,cs,ea,24,1,ea,0,3/24/2025,41.5,FALSE,"N/A Bev, Soda, Sprite"
Lea James Hot Chicken,Jorge Garza,58897_XC11484060,CaseSprite 500ml,cs,ea,24,1,ea,0,3/10/2025,41.5,FALSE,"N/A Bev, Soda, Sprite"
Lea James Hot Chicken,Jorge Garza,58897_XC10484628,Case ===== Topo Chico 24ct|355ml,cs,,1,1,ea,0,2/25/2025,32.5,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC10619294,Case-----Topo Chico 24ct|355ml,cs,ea,24,355,ml,0,11/5/2024,32.5,FALSE,
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,7237552,CATFISH FILLET FRESH 5-7OZ Country of Origin : USA|FARMED,lb,ea,1,1,lb,0,7/1/2025,6.43,FALSE,"Protein, Catfish, Fillet, Fresh"
Lea James Hot Chicken,Jorge Garza,58897_XC3682926,Cauliflower | USA,case,ea,18,1,lb,0,2/18/2025,28.75,FALSE,"Produce, Cauliflower, Fresh"
Lea James Hot Chicken,Jorge Garza,58897_XC6873465,Cayenne Pepper 40SHU,case,,1,1,,0,2/11/2025,4.24,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC11813060,Cayenne Pepper 40SHU,cs,,1,1,lb,0,3/24/2025,4.24,FALSE,"Dry Good,  Cayenne Pepper, Spice"
Lea James Hot Chicken,Jorge Garza,58897_XC63226,Celery,cs,,1,1,ea,0,2/18/2025,1.79,FALSE,"Produce, Celery Stalks, Fresh"
Lea James Hot Chicken,Chefs Produce,294,CELERY,case,,1,24,count,0,2/19/2024,19.61,FALSE,
Lea James Hot Chicken,US Foods,PR8153,CELERY 6 EACH,cs,,1,6,ct,0,7/2/2025,10.41,FALSE,"Produce, Celery Stalks, Fresh"
Lea James Hot Chicken,"JAKES, INC.",PR8153,CELERY 6 EACH,bag,,1,6,ct,0,6/9/2025,10.9,FALSE,"Produce, Celery Stalks, Fresh"
Lea James Hot Chicken,"JAKE'S, INC.",PR8153,CELERY 6 EACH,cs,,1,6,ct,0,6/2/2025,10.01,FALSE,"Produce, Celery Stalks, Fresh"
Lea James Hot Chicken,US Foods,4725586,"CELERY, STALK FRESH REF",case,,36,1,each,0,8/19/2024,34.68,FALSE,
Lea James Hot Chicken,US Foods,PCH007,CHEESE AMERICAN MELTING,lb,,1,1,lb,0,6/23/2025,3.37,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,"JAKE'S, INC.",PCH007,CHEESE AMERICAN MELTING YELL,lb,,1,1,lb,0,5/5/2025,3.19,FALSE,
Lea James Hot Chicken,"JAKES, INC.",PCH007,CHEESE AMERICAN MELTING YELLO,lb,,1,1,lb,0,6/9/2025,3.31,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,US Foods,33308,"CHEESE, AMER LOAF PROCD SPRED",case,each,6,5,lb,0,1/16/2024,104.72,TRUE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,US Foods,4064044,CHEESE  AMER LOAF PROCD YLW EX,cs,each,6,5,lb,0,9/2/2024,119.8,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,164208,CHEESE AMER YEL LOAF EZ MELT 6-5#,cs,lb,6,5,lb,0,11/21/2024,94.22,FALSE,
Lea James Hot Chicken,US Foods,NCHS64,CHEESE CHEDDAR MILD LOAF,lb,,1,1,lb,0,6/30/2025,4.09,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,"JAKE'S, INC.",NCHS64,CHEESE CHEDDAR MILD  LOAF,lb,lb,2,5,lb,0,3/24/2025,4.27,FALSE,
Lea James Hot Chicken,"JAKES, INC.",NCHS64,CHEESE CHEDDER MILD LOAF,lb,,1,1,lb,0,5/20/2025,4.15,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,"JAKE'S, INC.",NCHS45,CHEESE CHED MONT JACK,lb,,1,1,lb,0,10/7/2024,3.67,FALSE,"Dairy, Cheese, Monterray Jack"
Lea James Hot Chicken,US Foods,NCHS45,CHEESE CHED MONT JACK 50|50,lb,,1,1,lb,0,6/30/2025,3.47,FALSE,"Dairy, Cheese, Monterray Jack"
Lea James Hot Chicken,US Foods,3535432,CHEESE  CHEDR ES BAR YLW REF,cs,,1,10,lb,0,7/31/2023,35.73,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,US Foods,5880836,CHEESE  CHEDR MILD PRINT WRPD,cs,,1,10,lb,0,6/4/2024,33.27,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,Chefs Produce,313,CHEESE COTIJA | CHEESEMAKERS,cs,,4,5,lb,0,5/1/2024,26.27,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",270970,CHEESE GRUYERE NAT LOAF,lb,,1,1,lb,0,10/27/2023,10.21,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",JACK50,CHEESE LOAF PEPPER JACK,lb,,1,1,lb,0,6/2/2025,4.45,FALSE,"Dairy, Cheese, Monterray Jack"
Lea James Hot Chicken,US Foods,JACK50,CHEESE LOAN PEPPER JACK,lb,,1,1,lb,0,6/30/2025,4.45,FALSE,"Dairy, Cheese, Loaf, Pepper Jack"
Lea James Hot Chicken,Chefs Produce,330,CHEESE QUESO FRESCO |CHMKR,cs,,4,5,lb,0,5/2/2024,22.42,FALSE,"Dairy, Cheese, CHEESE QUESO FRESCO"
Lea James Hot Chicken,"JAKE'S, INC.",PCH006,CHEESE SPREAD YELLOW,cs,ea,6,5,lb,0,6/2/2025,88.57,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,"JAKES, INC.",PCH006,CHEESE SPREAD YELLOW PROCESSE,piece,,6,5,lb,0,4/23/2024,75.9,FALSE,"Dairy, Cheese Spread"
Lea James Hot Chicken,Jorge Garza,58897_XC11270013,Chicken Base | Knorr,ea,,1,4.4,lb,0,1/23/2025,18.95,FALSE,"Dry Goods, Chicken Base, Paste"
Lea James Hot Chicken,Sysco Houston,7667363,CHICKEN CVP BRST TENDER JUMBO,cs,lb,4,10,lb,0,11/20/2024,75.25,FALSE,
Lea James Hot Chicken,Sysco Houston,6344790,CHICKEN CVP WING 1 &2JT JMB RND,cs,lb,4,10,lb,0,11/20/2024,91.56,FALSE,
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,1002010,CHICKEN TENDER CLIPPED JUMBO,lb,,1,1,lb,0,7/1/2025,2.86,FALSE,"Protein, Chicken, Tenders"
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,1005246,CHICKEN TENDER JUMBO SOL,lb,,1,1,lb,0,7/1/2025,4.01,FALSE,"Protein, Chicken, Tenders"
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,1005036,CHICKEN TENDER JUMBO SOL,lb,,1,1,lb,0,8/23/2024,2.78,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",CHIC23,CHICKEN TENDERS BNLSSKNLS,lb,,1,1,lb,0,5/26/2025,2.91,FALSE,"Protein, Chicken, Tenders"
Lea James Hot Chicken,"JAKES, INC.",CHIC23,CHICKEN TENDERS BNLS SKNLS,lb,,1,1,lb,0,8/22/2023,2.71,FALSE,
Lea James Hot Chicken,US Foods,G20223,CHICKEN THIGH BNLS SKIN ON,lb,,1,1,lb,0,6/27/2025,3.76,FALSE,"Protein, Chicken, Thighs"
Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,1005256,CHICKEN WING 1 &2 JNT SOL,lb,ea,1,1,lb,0,8/23/2024,3.25,FALSE,
Lea James Hot Chicken,"JAKES, INC.",CHIC22,CHICKEN WING LG|JMB 1 AND,lb,,1,1,lb,0,1/31/2025,2.69,FALSE,"Protein, Chicken, Wing"
Lea James Hot Chicken,"JAKE'S, INC.",CHIC22,CHICKEN WING LG|JMB 1 AND 14 POULTRY X,lb,,1,1,lb,0,4/11/2025,1.99,FALSE,"Protein, Chicken, Wing"
Lea James Hot Chicken,Pereyda Produce,187244_XC8957696,Chile Forta,cs,,1,16,ea,0,4/30/2024,5,FALSE,"Dry Goods, Chile Forte"
Lea James Hot Chicken,GORDON FOOD SERVICES,184701,CHILI PSTE SAMBAL OELEK,cs,ea,3,1,gal,0,11/14/2024,69.69,FALSE,
Lea James Hot Chicken,Chefs Produce,1012,CHIVES FRESH,lb,,1,1,,0,11/3/2023,22.75,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,251925,CHIX CVP TNDRLN CLPD JMBO,cs,,1,40,lb,0,11/14/2024,78,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,185388,CHIX CVP WNG SPLT JMBO,cs,,1,40,lb,0,11/14/2024,95.93,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,34500487757,CHS GOLD VELV LOL 5LB C CASES 1 UNITS 6,cs,ea,6,5,lb,0,4/29/2025,110.07,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,US Foods,1014897,"CHURRO, CRM CHS FILLD W| CIN Z",cs,,50,2.75,oz,0,5/3/2024,46.51,FALSE,"Desert, Churro Cream Filled"
Lea James Hot Chicken,RESTAURANT DEPOT,71505015875,CHZ CHEDDAR CUBES,cs,,1,5,lb,0,4/29/2025,17.76,FALSE,"Dairy, Cheese, Cheddar, Yellow Bar"
Lea James Hot Chicken,RESTAURANT DEPOT,44310,CHZ GLDN VLVT LOL,cs,,1,5,lb,0,4/22/2025,18.78,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,CHZ MILD CHED LOAF 5,lb,,1,5,lb,0,4/15/2025,13.33,FALSE,"Dairy, Cheese Sauce, Loaf, American"
Lea James Hot Chicken,RESTAURANT DEPOT,14726,CHZ PARM GRATED 5#,case,each,4,5,lb,0,5/28/2025,31.56,FALSE,"Dairy, Chesse, Parmesan, Grated"
Lea James Hot Chicken,Jorge Garza,58897_XC9841211,Cilantro,bunch,,1,1,ea,0,12/2/2024,0.55,FALSE,"Produce, Cilantro"
Lea James Hot Chicken,Chefs Produce,334,CILANTRO,ea,,1,60,each,0,5/1/2024,0.82,FALSE,"Produce, Cilantro"
Lea James Hot Chicken,US Foods,9326430,CILANTRO  WSHD   TRIMD FRESH,ea,,1,1,lb,0,8/19/2024,6.69,FALSE,
Lea James Hot Chicken,US Foods,9791092,CLEANER  FLR F20 LIQ JUG RED,cs,each,4,1,gal,0,12/31/2024,76.89,FALSE,"Chemicals, Cleaner, Floor Detergent"
Lea James Hot Chicken,US Foods,7912702,CLEANER  FLR NEUTL F16 PWDR,cs,,2,0.5,oz,0,7/10/2024,54.01,FALSE,"Chemicals, Cleaner, Floor Powder, F16"
Lea James Hot Chicken,US Foods,7945561,"CLEANER, OVN & GRIL",cs,ea,4,1,gal,0,7/5/2024,35.05,TRUE,"Chemicals, Cleaner, Oven"
Lea James Hot Chicken,US Foods,7912660,CLEANER  OVN   GRIL K44 AERSL,cs,,4,1,each,45.9,12/31/2024,48.37,FALSE,
Lea James Hot Chicken,"JAKES, INC.",CLEN18,CLEANER STAINLESS STEEL AEROS,ea,,12,18,oz,0,5/2/2023,110.7,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",CLEN18,CLEANER STAINLESS STEEL AEROS JANITORIAL SUPPLY,cs,ea,12,15,oz,0,3/24/2025,10.16,FALSE,"Chemicals, Cleaner, Stainless Steel"
Lea James Hot Chicken,RESTAURANT DEPOT,2220011,CLX BLEACH GERM,unit,,1,1,gal,0,5/28/2025,20.49,FALSE,"Non Con, Bleach"
Lea James Hot Chicken,ALVARADO'S,165826_XC12097639,COCA COLA #2 500 ML 24|16 OZ,cs,ea,24,1,ea,0,4/22/2025,37,FALSE,"N/A Bev, Coca Cola, Mexican, Bottle"
Lea James Hot Chicken,ALVARADO'S,165826_XC12097641,COCA COLA MEXICANA 24|16 OZ,cs,ea,24,1,ea,0,4/22/2025,30,FALSE,"N/A Bev, Coca Cola, Mexican, Bottle"
Lea James Hot Chicken,US Foods,4743886,COD  PCFIC 4Z LOIN BNLS MSC 2D,ca,,1,10,lb,0,7/10/2024,60.02,FALSE,"Protein, Cod, Fillet, Frozen"
Lea James Hot Chicken,US Foods,6295265,"COFFEE, ICED FRPNO VNL GLS BTL",case,ea,24,9.5,oz,0,9/8/2023,53.55,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC10001127,Coke,cs,,1,1,,0,9/10/2024,37,FALSE,
Lea James Hot Chicken,Jorge Garza,58897_XC10447740,Coke |500ml Mex,cs,ea,24,500,ml,0,3/15/2025,39.75,FALSE,"N/A Bev, DRINK SODA COLA COKE MEX GLS"
Lea James Hot Chicken,RESTAURANT DEPOT,49000047790,COKE MEXICAN,cs,ea,24,500,ml,0,4/2/2025,41.11,FALSE,"N/A Bev, DRINK SODA COLA COKE MEX GLS"
Lea James Hot Chicken,RESTAURANT DEPOT,49000046595,COKE MEXICAN,cs,ea,24,1,each,0,4/15/2025,41.11,FALSE,"N/A Bev, Coca Cola, Mexican, Bottle"
Lea James Hot Chicken,"JAKE'S, INC.",COF009,*CO* LATTE ICED VANILLA WAFFL,cs,ea,12,13.7,oz,0,9/5/2023,29.78,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",PR9313,COLE SLAW 3WAY SEP 1|8,cs,,1,5,lb,0,5/26/2025,20.25,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,US Foods,PR9313,COLE SLAW 3WAY SEP 1|8 SHRED,cs,ea,4,5,lb,0,6/16/2025,17.29,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,"JAKES, INC.",PR9313,COLE SLAW 3WAY SEP 1|8 SHRED,cs,ea,4,5,lb,0,5/20/2025,20.25,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,RESTAURANT DEPOT,50619,Coleslaw Mix - 5 lb bag,case,,1,5,pound,0,4/22/2025,7.63,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,US Foods,4332797,COLESLAW MIX  CBG GRN RED DCD,case,,4,5,lb,0,8/19/2024,5.56,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,US Foods,3332830,COLESLAW MIX  SHRD CBG GRN,cs,,4,5,lb,0,12/31/2024,23.5,FALSE,"Produce, Coleslaw Mix"
Lea James Hot Chicken,Jorge Garza,58897_XC3683699,Collard Greens,cs,,1,1,each,0,11/25/2024,1.27,FALSE,"Produce, Collard Greens, Fresh"
Lea James Hot Chicken,Chefs Produce,100,COLLARD GREENS,cs,,20,24,count,0,2/5/2024,31.25,FALSE,Produs
Lea James Hot Chicken,Chefs Produce,457,COLLARD GREENS,cs,,24,1,count,0,9/28/2023,21.69,FALSE,
Lea James Hot Chicken,US Foods,3073455,CONTAINER  32 Z 1 CMPT POLYP,ca,,20,25,each,0,11/17/2023,60.36,FALSE,
Lea James Hot Chicken,"JAKES, INC.",CTRY19,CONTAINER 6X6 CLR HNGD CLEAR,cs,pack,4,125,each,0,12/16/2024,66.77,FALSE,Non Con.CONTAINER 6X6 CLR
Lea James Hot Chicken,"JAKE'S, INC.",ECO037,CONTAINER 8X8X3 HINDGED'WHT,cs,,1,200,ct,0,2/21/2025,41.74,FALSE,"Non Con, Container, 8x8x3, Hindged"
Lea James Hot Chicken,"JAKE'S, INC.",HTRY16,CONTAINER 9X9X3 BLK 1COMP,cs,ea,2,100,ea,0,6/2/2025,35.84,FALSE,"Non Con, Container, 9x9"
Lea James Hot Chicken,US Foods,HTRY16,CONTAINER 9X9X3 BLK 1COMP,cs,ea,2,100,ct,0,7/2/2025,35.84,FALSE,"Non Con, Container, 9x9"
Lea James Hot Chicken,"JAKES, INC.",HTRY16,CONTAINER 9X9X3 BLK 1COMP,cs,ea,2,100,ea,0,6/9/2025,35.84,FALSE,"Non Con, Container, 9x9"
Lea James Hot Chicken,US Foods,HTRY61,CONTAINER 9X BLK 1COMP,cs,ea,2,100,ea,0,6/13/2025,35.84,FALSE,"Non Con, Container, 9x9"
Lea James Hot Chicken,"JAKE'S, INC.",HTRY67,"CONTAINER,ANGD 9X9X3 WHT 1COM00041594869536",case,,1,100,each,0,4/18/2023,29.3,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",PLCT52,CONTAINER DELI\80Z W LID MICR00015051110110,cs,,1,240,,0,11/7/2023,31.89,FALSE,
Lea James Hot Chicken,"JAKES, INC.",PLCT52,CONTAINER DELI 80Z W LI MICR,cs,,1,240,lb,31.89,5/27/2024,31.89,TRUE,
Lea James Hot Chicken,US Foods,791574,CONTAINER  FM 8 Z SQT WHT,ca,,20,25,ea,0,3/15/2024,19.77,FALSE,
Lea James Hot Chicken,US Foods,7804644,CONTAINER  FM 9X9 1 CMPT WHT,ca,,1,150,each,0,5/12/2023,20.79,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",HTRY62,CONTAINER HNGD 9.3164X2.9,cs,ea,2,100,count,0,11/21/2023,26.67,FALSE,
Lea James Hot Chicken,"JAKES, INC.",HTRY67,CONTAINER HNGDv9X9X3 WHT,ea,,2,100,count,0,5/2/2023,29.3,FALSE,
Lea James Hot Chicken,US Foods,9630361,CONTAINER  MOLDD FIBR 9X9 1 CM,cs,,4,5,each,0,2/2/2024,54.19,FALSE,
Lea James Hot Chicken,US Foods,4954194,CONTAINER  PLA PLST 6X6 1,ca,,3,80,each,0,12/19/2023,74.53,FALSE,
Lea James Hot Chicken,US Foods,5865282,CONTAINER  PLST 6X6 1 CMPT,ca,,1,500,each,0,6/14/2024,56.86,FALSE,Non CONTAINER  PLST 6X6
Lea James Hot Chicken,US Foods,5865266,"CONTAINER, PLST9X9 1C CLR INT",ca,,1,200,each,0,6/8/2024,61.48,FALSE,
Lea James Hot Chicken,"JAKES, INC.",SFCT03,CONTAINERS 8 OZ FOAM FOOD XT,cs,ea,20,50,count,0,6/4/2025,69.82,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",SFCT03,CONTAINERS 8 OZ FOAM FOOD XT,,,1,1,,0,4/14/2025,69.82,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,887130,CONT FM 1CMPT LRG BLK,cs,ea,150,1,ea,0,11/21/2024,19.18,FALSE,"Non Con, Container, 9x9"
Lea James Hot Chicken,RESTAURANT DEPOT,6.86E+11,"CONT FMHG 9.25""",unit,,1,9.25,in,0,5/14/2023,27.3,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,99511316526,CONT SQ CLR,cs,,1,1,,0,10/21/2023,9.91,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",400471,*CO* OIL TRUFFLE WHITE ASARO,cs,,1,8.5,fl,0,5/5/2025,15.36,FALSE,"Dry Goods, Olive and Truffle Oil"
Lea James Hot Chicken,US Foods,6602148,COOKIE  CHOC CHIP 1 Z TFF IW,cs,,144,1,oz,0,1/30/2024,36.71,FALSE,
Lea James Hot Chicken,US Foods,4007548,"COOKIE, VNL WAFER BULK",cs,lb,2,2,lb,0,5/30/2023,14.74,FALSE,"Dry Goods, COOKIE, VNL WAFER BULK"
Lea James Hot Chicken,Chefs Produce,107,CORN FRESH YELLOW,cs,,48,1,ea,0,5/2/2024,28.5,FALSE,"Produce, Corn, Yellow, Fresh"
Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,CQ ELBOWS LARGE,cs,,1,10,lb,0,4/1/2025,18.99,FALSE,"Dry Goods, Pasta, Cavatappi"
Lea James Hot Chicken,US Foods,1717586,CRACKER  BUTR RND SLEV,ca,ea,20,3.8,oz,0,12/31/2024,27,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,360362,CRACKER RTIZ,cs,each,6,10.3,oz,0,11/26/2024,36.65,FALSE,
Lea James Hot Chicken,Chefs Produce,7505,"CREAM HEAVY | OAK, FARMS",cs,each,9,0.5,gal,0,8/23/2023,117,FALSE,
Lea James Hot Chicken,"JAKE'S, INC.",MILK28,CREAM HEAVY WHIPPING 40% XHVY,cs,ea,12,1,qt,0,4/18/2023,71.21,FALSE,
Lea James Hot Chicken,"JAKES, INC.",MILK33,CREAM HEAVY WHIPPING UHT,cs,ea,12,1,qt,75.53,6/9/2025,64.98,FALSE,"Dairy, Cream, Heavy"
Lea James Hot Chicken,"JAKE'S, INC.",MILK33,CREAM HEAVY WHIPPING UHT 36% QT,cs,ea,12,1,qt,0,6/2/2025,64.98,FALSE,"Dairy, Cream, Heavy"
Lea James Hot Chicken,US Foods,8340978,CREAM  WHPG HVY LIQ 40% BUTRFT,ca,ea,12,1,qt,82.65,8/12/2024,85.85,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,10031,CRM WHP FRH 40%|OF QRT,case,,1,1,qt,0,4/22/2025,50.42,FALSE,"Dairy, Cream, Heavy"
Lea James Hot Chicken,RESTAURANT DEPOT,41467000738,CRM WHP FRH 40%|OF QRT,case,ea,12,1,quart,0,5/13/2025,49.5,FALSE,"Dairy, Cream, Heavy"
Lea James Hot Chicken,RESTAURANT DEPOT,2061156,CROUTONS HMSTYL CQ 4|2.5,cs,each,4,2.5,lb,0,5/28/2025,26.51,FALSE,"Dry Goods, Croutons, Homestyle"
Lea James Hot Chicken,Jorge Garza,58897_XC10619295,Cs Nitrile Glove| 10|100ct,cs,ea,10,100,count,0,11/11/2024,45,FALSE,"Non Con, GLOVES NITRILE LG BLK PF"
Lea James Hot Chicken,Jorge Garza,58897_XC10363279,CS ===== Vinyl Glove | 10|100ct Lg,case,,10,100,ea,0,10/7/2024,53,FALSE,"Non Con, Gloves, Vinyl"
Lea James Hot Chicken,US Foods,9504377,CUCUMBER  #1 SUPER SELECT MEDI,case,,1,15,lb,0,8/5/2024,12.07,FALSE,"Produce, Cucumber, Whole, Fresh"
Lea James Hot Chicken,"JAKES, INC.",PCUP72,CUP 2402 ULTRA CLR PET PAPER,cs,ea,12,50,ea,0,3/11/2025,71.15,FALSE,"Non Con, Cup, Clear, 24oz"
Lea James Hot Chicken,"JAKE'S, INC.",PCUP72,CUP 24OZ ULTRA CLR PET,cs,,12,50,ea,0,6/2/2025,74.67,FALSE,"Non Con, Cup, Clear, 24oz"
Lea James Hot Chicken,US Foods,8438826,CUP  PET PLST 24 Z CLD CLR,cs,,12,60,each,0,7/1/2024,110.45,FALSE,
Lea James Hot Chicken,GORDON FOOD SERVICES,795930,CUP PRTN SOUFF 2Z TRANSL,cs,ea,12,20,count,0,11/14/2024,55.47,FALSE,
Lea James Hot Chicken,US Foods,2961068,CUP  SFLE PLYST 2 Z TNSLT PTN,ca,sleeve,12,200,each,0,4/21/2023,40.84,FALSE,
Lea James Hot Chicken,US Foods,SOFL50,CUP SOUFFLE 20Z POLYSTY,cs,ea,10,250,ct,0,6/23/2025,36.09,FALSE,"Non Con, Cup, 2oz, Clear Plastic"
Lea James Hot Chicken,"JAKE'S, INC.",SOFL50,CUP SOUFFLE 20Z POLYSTY,cs,ea,10,250,count,0,4/14/2025,36.09,FALSE,"Non Con, Cup, 2oz, Clear Plastic"
Lea James Hot Chicken,GORDON FOOD SERVICES,732915,CUTLERY WRPD FORK HVY BLK,cs,ea,1000,1,ea,0,11/21/2024,81.89,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,30772087282,DAWN HVY DTY PUMP 1,cs,,1,1,ea,0,10/21/2023,24.99,FALSE,
Lea James Hot Chicken,RESTAURANT DEPOT,37000083108,DAWN ORIGINAL PUMP,cs,,1,1,ea,0,3/19/2025,17.89,FALSE,"Chemicals. Detergent, Pot and Pan, Enzyme"
Lea James Hot Chicken,RESTAURANT DEPOT,2190013,DAWN ORIGINAL PUMP,gallon,,1,3.78,liter,0,4/22/2025,17.89,FALSE,"Non Con, DIsh and Pan, Detergent, Dawn"
Lea James Hot Chicken,"JAKE'S, INC.",CLEN10,DEGREASER CLEANER C100,cs,ea,4,1,gal,0,12/20/2024,47.95,FALSE,
Lea James Hot Chicken,US Foods,1153937,DETERGENT  POT   PAN MN ENZYME,cs,,6,32,oz,0,11/17/2023,38.21,FALSE,
Lea James Hot Chicken,US Foods,1764534,DETERGENT  POT   PAN MNL P16,cs,,1,5,liter,0,9/2/2024,79.14,FALSE,
