FAM_Product_Name,FAM_Restaurant_Location_Name,Vendor_Name,Vendor_Item_Code,Vendor_Item_Description,Vendor_UOM,Inventory_UOM,Pack_qty,Size_qty,Size_UOM,Last Purchased Date,Last Purchased Price ($)
"Produce, Cabbage, Red, Shredded",Lea James Hot Chicken,"JAKES, INC.",PR9906,*S09AM* CABBAGE RED SHRED 5 L,box,,1,5,lb,6/4/25,14.14
"Produce, Carrot, Shredded",Lea James Hot Chicken,US Foods,PR0399,*S09AM* CARROTS SHREDDED,cs,ea,4,5,lb,6/13/25,29.25
"Produce, Carrot, Shredded",Lea James Hot Chicken,"JAKE'S, INC.",PR0399,*S09AM* CARROTS SHREDDED (4|,cs,ea,4,5,lb,5/9/25,28.83
"Produce, Carrot, Shredded",Lea James Hot Chicken,"JAKES, INC.",PR0399,*S09AM* CARROTS SHREDDED (4|,ea,ea,4,5,lb,6/4/25,29.12
"Produce, Kale, Green, Fresh, by Weight",Lea James Hot Chicken,US Foods,PR0770,*S09AM* KALE GREEN CASE,cs,,1,25,lb,6/13/25,29.73
"Produce, Kale, Green, Fresh, by Weight",Lea James Hot Chicken,"JAKE'S, INC.",PR0770,*S09AM* KALE GREEN CASE BR,cs,ea,2,10,lb,5/9/25,29.2
"Produce, Pepper, Habanero",Lea James Hot Chicken,"JAKES, INC.",PR9903,*S09AM* PEPPER HABANERO 8 LB,cs,,1,8,lb,6/4/25,39.68
"Produce, Salad Mix, Kale, Shredded",Lea James Hot Chicken,US Foods,7835812,"SALAD MIX, KALE SHRD FRESH REF",cs,ea,4,1.5,lb,12/31/24,23.07
"Dry Goods, Salt, Kosher",Lea James Hot Chicken,US Foods,3002128,SALT  KO GRND CORSE BOX,cs,ea,12,3,lb,7/29/24,43.26
,Lea James Hot Chicken,US Foods,424722,SALT  KO NOT IODZ CYSTL CORSE,cs,each,9,3,lb,7/21/23,52.14
"Dry Goods, Salt, Kosher",Lea James Hot Chicken,"JAKES, INC.",SALT03,SALT KOSHER BOX,case,box,12,3,lb,5/20/25,3.54
"Dry Goods, Salt, Kosher",Lea James Hot Chicken,"JAKES, INC.",SALT20,SALT KOSHER BOX COARSE,cs,box,9,3,lb,6/9/25,75.3
"Dry Goods, Salt, Kosher",Lea James Hot Chicken,"JAKE'S, INC.",SALT20,SALT KOSHER BOX COARSE,cs,box,9,3,lb,5/26/25,8.47
,Lea James Hot Chicken,"JAKES, INC.",BSPI17,SALT SEASONED LAWRYIS,cs,,1,1,ea,11/26/24,24.88
,Lea James Hot Chicken,"JAKE'S, INC.",BSPI17,SALT SEASONED LAWRY'S,cs,,1,5,lb,9/19/23,27.88
,Lea James Hot Chicken,US Foods,3329885,SALT  TABLE IODZ CNSTR,cs,,24,26,oz,10/23/23,23.32
"Dry Goods, Sauce, Chile Sambal",Lea James Hot Chicken,"JAKES, INC.",ORSA18,Sambal Oelek,ea,ea,3,1,gal,5/12/25,73.92
"Chemicals, Sanitizer, Dishwasher",Lea James Hot Chicken,US Foods,6365084,SANITIZER  DSHWR D23 LIQ PAIL,cs,,1,5,gal,6/23/23,69.89
,Lea James Hot Chicken,US Foods,3742737,SANITIZER  DSHWR D25 E-Z LIQ,case,case,1,5,liter,9/5/24,32.14
"Dry Goods, Sauce, BBQ Hickory",Lea James Hot Chicken,"JAKE'S, INC.",BQSA21,SAUCE BBQ APPLEWOOD BACON,each,,1,1,gal,5/26/25,17.1
"Dry Goods, Sauce, BBQ Hickory",Lea James Hot Chicken,"JAKES, INC.",BQSA21,SAUCE BBQ APPLEWOOD DACON,cs,,1,1,gal,5/23/25,17.06
,Lea James Hot Chicken,US Foods,3632676,"SAUCE, BBQ HCKRY PLST JOG-SHLF",cs,,4,1,gal,8/19/24,16.54
"Dry Goods, Sauce, BBQ Sweet",Lea James Hot Chicken,"JAKE'S, INC.",333609,SAUCE BBQ SWEET BABY RAY’S,cs,,1,1,gal,10/11/24,19.67
"Dry Goods, Sauce, Buffalo Wing Red Hot",Lea James Hot Chicken,US Foods,SAUC06,SAUCE BUFFALO FRANK'S REDHOT,ea,,1,1,gal,6/23/25,22.25
"Dry Goods, Sauce, Buffalo Wing Red Hot",Lea James Hot Chicken,"JAKE'S, INC.",SAUC06,SAUCE BUFFALO FRANK'S REDHOT,cs,ea,1,1,gal,5/26/25,22.25
"Dry Goods, Sauce, Buffalo Wing Red Hot",Lea James Hot Chicken,"JAKES, INC.",SAUC06,SAUCE BUFFALO WING RED HOT,jug,,1,1,gal,5/23/25,22.25
"Dry Goods, Sauce, Buffalo Wing Red Hot",Lea James Hot Chicken,RESTAURANT DEPOT,41500741611,SAUCE BUFF WING FRA GAL,cs,,1,1,gal,4/15/25,15.4
"Dry Goods, Sauce, Buffalo Wing Red Hot",Lea James Hot Chicken,GORDON FOOD SERVICES,704229,SAUCE BUFF WNG REDHOT 4-1GAL FRNKS,cs,gal,4,1,gal,11/21/24,23.37
,Lea James Hot Chicken,US Foods,5175377,SAUCE BUFLO HOT RED PLST JUG,cs,ea,4,1,gal,8/19/24,15.11
,Lea James Hot Chicken,"JAKE'S, INC.",ORSA32,SAUCE CHILI GRD GARLIC 136Z,jar,,1,136,oz,5/22/24,81.41
"Dry Goods, Sauce, Chilli & Garlic",Lea James Hot Chicken,"JAKES, INC.",ORSA32,SAUCE CHILI GRD GARLIC 136Z,jar,,1,136,oz,3/4/25,27.56
"Dry Goods, Sambal Chill Sauce (wt)",Lea James Hot Chicken,US Foods,8676876,SAUCE  CHILI SMBL OELK PLST,ea,,3,8.5,lb,7/29/24,61.61
"Dry Goods, Sauce, Sirracha",Lea James Hot Chicken,GORDON FOOD SERVICES,405780,SAUCE CHILI SRIRACHA,cs,ea,12,28,fl,11/14/24,68.06
,Lea James Hot Chicken,RESTAURANT DEPOT,8.02E+11,SAUCE PAN 1QT,cs,,1,1,ea,10/21/23,15.34
,Lea James Hot Chicken,RESTAURANT DEPOT,8.13E+11,SAUCE PAN 2 1/2QT,cs,,1,2,qt,10/21/23,17.97
,Lea James Hot Chicken,"JAKES, INC.",SAU093,SAUCE SAMBAI CHILI,cs,,1,4,gal,10/10/23,101.33
,Lea James Hot Chicken,"JAKE'S, INC.",SAU093,SAUCE SAMBAL CHILI,cs,each,4,1,gallon,7/15/24,101.33
"Dry Goods, Sambal Chill Sauce (wt)",Lea James Hot Chicken,GORDON FOOD SERVICES,419625,SAUCE SAMBAL OELEK 12-17.9Z ROLAND,cs,ea,12,17.9,oz,11/26/24,56.24
,Lea James Hot Chicken,"JAKE'S, INC.",SAU124,SAUCE SAMBAL OELEK CHILI SAUC,cs,ea,6,4.62,lb,11/21/23,91.11
Dry Good.SAUCE SOY,Lea James Hot Chicken,RESTAURANT DEPOT,41390001710,SAUCE SOY KIK,case,ea,4,1,gal,3/10/25,14.76
Dry Good.SAUCE SOY,Lea James Hot Chicken,US Foods,8002164,SAUCE SOY PLST JUG SHLF STABL,cs,,4,1,gal,7/25/24,14.5
"Dry Good, Sauce, Tabasco",Lea James Hot Chicken,RESTAURANT DEPOT,11210000032,SAUCE TAB HOT,cs,,1,5,fl,5/20/25,7.02
"Dry Goods, Sauce, BBQ Hickory",Lea James Hot Chicken,RESTAURANT DEPOT,13409516423,SAUC HICKORY SBR,case,,1,1,gal,9/24/24,16.17
"Dry Goods, Sauce, BBQ Applewood Bacon",Lea James Hot Chicken,US Foods,BQSA21,SAUSE BBQ APPLEWOOD BACON,each,,1,1,gal,7/2/25,17.1
,Lea James Hot Chicken,US Foods,2950335,SCRUBBER S|S 35 GR MED DUTY,cs,,12,1,each,7/1/24,29.74
"Non Con, Scrubber, Stainless Steel",Lea James Hot Chicken,"JAKES, INC.",CUST59,SCRUBBER STAINLESS STEEL 300,cs,,1,12,count,3/5/24,39.36
,Lea James Hot Chicken,"JAKE'S, INC.",CUST59,SCRUBBER STAINLESS STEEL 300,cs,,1,12,count,10/3/23,39.36
"Non Con, Scrubber, Sponge",Lea James Hot Chicken,"JAKE'S, INC.",CUST62,SCRUBBER YELLOW SPONGE GREEN,cs,ea,20,1,count,6/2/25,23.13
"Dry Food. Lemon Pepper|Dry, Limon Pepper",Lea James Hot Chicken,US Foods,6501159,SEASONING  LMN PPR PLST SHKR,ea,,1,28,oz,7/29/24,13.95
,Lea James Hot Chicken,US Foods,5034236,SHALLOT PLD FRESH REF,ea,,1,5,lb,12/31/24,17.95
,Lea James Hot Chicken,Chefs Produce,641,SHALLOTS PEELED,cs,each,4,5,lb,5/2/24,27
,Lea James Hot Chicken,Chefs Produce,1088,SHALLOTS PEELED,ea,ea,4,5,lb,7/5/23,29
,Lea James Hot Chicken,"JAKES, INC.",OILS46,SHORTENING ALL PURPOSE PALM,ea,,1,50,lb,3/18/25,61.48
"Dry Goods, Shortening Oil, Clear",Lea James Hot Chicken,"JAKE'S, INC.",OILS46,SHORTENING ALL PURPOSE PALM,cs,,1,50,lb,3/24/25,63.49
"Dry Goods, Shortening Oil, Clear",Lea James Hot Chicken,"JAKE'S, INC.",OILS69,SHORTENING FRY ANIM|VEG BETTE,case,,1,50,lb,1/6/25,64.26
,Lea James Hot Chicken,"JAKES, INC.",OILS69,SHORTENING FRY ANIM|VEG BETTE,cs,,1,50,lb,10/29/24,63.54
,Lea James Hot Chicken,US Foods,3327053,"SHORTENING, FRYG CNOLA LIQ CLR",cs,,1,35,lb,8/25/23,45.61
"Dry Goods, Shortening, Pork Lard",Lea James Hot Chicken,US Foods,5888599,SHORTENING  FRYG LARD PORK,cs,,1,50,lb,9/10/24,75.88
,Lea James Hot Chicken,US Foods,1328699,SHORTENING  FRYG SOYBN LIQ CLR,cs,,1,35,lb,8/8/24,35.25
,Lea James Hot Chicken,RESTAURANT DEPOT,51884175582,SHORTENING FRYRITE,cs,,1,50,lb,9/24/24,57.05
"Dry Goods, Shortening Oil, Clear",Lea James Hot Chicken,RESTAURANT DEPOT,1020020,SHORTENING FRYRITE 50#,ea,,1,50,lb,4/22/25,58.06
,Lea James Hot Chicken,GORDON FOOD SERVICES,838179,SHORTENING LIQ SOY CLR FRY ZTF,cs,,1,35,lb,11/29/24,24.86
,Lea James Hot Chicken,"JAKES, INC.",OILS91,SHORTENING OIL CLEAR LIQ,ea,,1,35,lb,3/18/25,25.64
,Lea James Hot Chicken,"JAKE'S, INC.",OILS91,SHORTENING OIL CLEAR LIQ FRY,case,,1,35,pound,3/7/25,25.64
,Lea James Hot Chicken,US Foods,6374235,"SHORTENINS, FRYQ SOYBN LIQ CLR35 LB",cs,,1,35,lb,8/22/24,29.38
,Lea James Hot Chicken,RESTAURANT DEPOT,8.10E+11,SHR 26|30 R-PDTO 2LB,cs,,1,2,lb,9/24/24,47.9
"Produce, Carrot, Shredded",Lea James Hot Chicken,Jorge Garza,58897_XC10363285,Shredded Carrot,cs,,1,1,lb,12/23/24,1.38
,Lea James Hot Chicken,"JAKES, INC.",SMP014,SHRIMP 16|20 DOMESTIC BROWN H50424351415204 SEAFOOD,lb,,1,1,lb,4/30/24,6.98
"Protein, Shrimp, White",Lea James Hot Chicken,"JAKE'S, INC.",SMP014,SHRIMP 16|20 DOMESTIC BROWN SEAFOOD,lb,,1,1,lb,3/21/25,8.49
"Protein, Shrimp, White",Lea James Hot Chicken,US Foods,SMP027,SHRIMP 16|20 EZ PEEL WHITE SEAFOOD,lb,,1,1,lb,7/2/25,5.66
"Protein, Shrimp, White",Lea James Hot Chicken,"JAKE'S, INC.",SHMP42,SHRIMP 16|20 WHITE P|D SEAFOOD,lb,,1,1,lb,2/28/25,6.81
"Protein, Shrimp, White",Lea James Hot Chicken,"JAKES, INC.",SHMP42,SHRIMP 16 / 20 WHITE P / D TAIL,lb,,1,1,lb,3/11/25,6.81
,Lea James Hot Chicken,US Foods,4661918,SHRIMP-20 WH PD RAW NPA 3D,cs,lb,5,2,lb,9/5/24,72.06
,Lea James Hot Chicken,GORDON FOOD SERVICES,139852,SHRIMP WHT PD T-OFF 16-20 IQF,cs,lb,5,2,lb,11/26/24,62.07
"Protein, Shrimp, White",Lea James Hot Chicken,RESTAURANT DEPOT,8.10E+11,SHRP P&D TO 21-25,bag,,1,2,lb,3/28/25,51.65
"Non Con, Picks, Bamboo",Lea James Hot Chicken,"JAKES, INC.",TOPK09,"SKEWER BAMBOO 6""",ea,,1,1600,count,4/30/24,15.87
,Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,SKYLINE NINON MAGI 1GAL,ea,,1,1,gal,10/21/23,8.7
"Dry Goods, Pickle, DIll, Slices",Lea James Hot Chicken,Jorge Garza,58897_XC11725427,Sliced Pickle,each,,1,5,gal,3/15/25,33.5
,Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,2448813,SNAPPER RED WHL SCLD|GTD 1-2# GW,lb,,1,1,lb,3/15/24,10.15
"Protein, Snapper, Red, Fresh",Lea James Hot Chicken,US Foods,1004924,"SNAPPER , SCLT  1-1.5 LB",cs,,1,10,lb,4/5/24,59.94
"Produce, Kale, Green, Fresh, by Weight",Lea James Hot Chicken,"JAKES, INC.",PR0770,*SO12P* KALE GREEN CASE BR,cs,,1,25,lb,5/23/25,29.51
"N/A Bev, Coca Cola, Mexican, Bottle",Lea James Hot Chicken,"JAKE'S, INC.",272261,SODA COCA COLA 500ML MEXICAN,cs,btl,24,1,ea,6/2/25,47.26
"N/A Bev, Coca Cola, Mexican, Bottle",Lea James Hot Chicken,US Foods,272261,SODA COCA COLA 500ML MEXICAN,cs,ea,24,1,ea,7/2/25,26.74
,Lea James Hot Chicken,"JAKE'S, INC.",272260,SODA COKE MEXICAN 355ML GLASS,cs,,1,1,,11/21/23,31.9
"N/A Bev, Soda, Fanta, Orange, Mexican",Lea James Hot Chicken,US Foods,472265,SODA FANTA ORANGE MEXICAN,cs,ea,24,500,ml,6/30/25,39.5
"N/A Bev, SODA ORANGE MEXICAN GLASS",Lea James Hot Chicken,"JAKE'S, INC.",472265,SODA ORANGE MEXICAN GLASS,cs,each,24,500,ml,6/2/25,44.09
"Dairy, Sour Cream",Lea James Hot Chicken,Chefs Produce,354,SOUR CREAM | DAISY,case,,5,1,lb,5/2/24,11.01
"Dairy, Sour Cream",Lea James Hot Chicken,"JAKES, INC.",OLE002,SOUR CREAM REAL #IDA5,each,,1,5,lb,4/30/24,10.24
"Dry Goods, SO VINEGAR WH 50GR",Lea James Hot Chicken,"JAKE'S, INC.",410006,*SO* VINEGAR WH 50GR,case,each,6,1,gallon,2/14/25,20.16
"Dry Goods, Spice, Cayenne Pepper, Ground",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,SP CAYENNE PEPP,cs,jar,4,5,lb,4/15/25,18.56
"Dry Goods, Red Pepper, Crushed",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,SP CO RED PEP CRSW 12z,cs,,1,12,oz,5/20/25,7.43
"Dry Goods,  Spice, Paprika, Powder - Spanish",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,SPC PAPRIKA SPANSH 5#,cs,,1,5,lb,4/15/25,17.4
"Dry Good,  Cayenne Pepper, Spice",Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,SPC PEPR CAYENNE,cs,,1,16,oz,5/20/25,7.87
"Dry Goods, Spice, Cayenne Pepper, Ground",Lea James Hot Chicken,RESTAURANT DEPOT,41398,SPC PEPR CAYENNE,bg,,1,5,lb,5/28/25,20.72
,Lea James Hot Chicken,US Foods,760793,"SPICE, BAY LEAF WHL DRIED PLST",ea,,1,12,oz,10/20/23,21.74
,Lea James Hot Chicken,"JAKE'S, INC.",ISP144,SPICE BAY LEAVES WHOLE,carton,ea,8,1,oz,10/25/24,13.99
,Lea James Hot Chicken,"JAKE'S, INC.",BSPI75,SPICE BLACK-PEPPER GROUND,cs,,1,5,lb,5/16/23,48.27
"Dry Goods, Lemon Pepper",Lea James Hot Chicken,"JAKE'S, INC.",ISP016,SPICE LEMON PEPPER,cs,each,6,20,oz,5/9/25,12.96
"Dry Goods, Onion Powder",Lea James Hot Chicken,"JAKES, INC.",ISP026,SPICE ONION POWDER 01820,cs,,1,20,oz,10/29/24,12.58
,Lea James Hot Chicken,US Foods,4353280,SPICE  ONION PWDR PLST SHKR,cs,,1,20,oz,10/20/23,9
"Dry Goods, SPICE PAPRIKA FINEST",Lea James Hot Chicken,"JAKES, INC.",BSPI74,SPICE PAPRIKA FINEST,cs,each,3,5,lb,8/26/24,45.54
,Lea James Hot Chicken,"JAKE'S, INC.",ISP037,SPICE PAPRIKA SMOKED,cs,,1,16,oz,10/25/24,14.72
"Dry Goods, Spice, Cayenne Pepper, Ground",Lea James Hot Chicken,"JAKE'S, INC.",BSPI80,SPICE PEPPER CAYENNE GROUND,ea,each,3,5,lb,8/5/24,44.33
"Dry Goods, Spice, Cayenne Pepper, Ground",Lea James Hot Chicken,"JAKES, INC.",BSPI80,SPICE PEPPER CAYENNE GROUND,each,each,3,5,lb,8/26/24,43.39
"Dry, Goods Black Whole Pepper.",Lea James Hot Chicken,"JAKE'S, INC.",ISPI36,SPICE PEPPERCORNS BLACK WHOLE,cs,ea,6,16,oz,7/29/24,11.58
,Lea James Hot Chicken,US Foods,760900,SPICE  PPKA SPN GRND PLST JUG,cs,,1,5,lb,5/27/24,59.86
"Dry Goods, SPICE PPR BLK WHL PLST JUG",Lea James Hot Chicken,US Foods,760835,SPICE  PPR BLK WHL PLST JUG,cs,,1,6,lb,10/3/23,91.94
Dry Good. SPICE  PPR BLK  US FOODS,Lea James Hot Chicken,US Foods,760439,"SPICE, PPR BLK WHL PLST SHKR",ea,,1,18,oz,3/8/24,17.63
"Dry Good,  Cayenne Pepper, Spice",Lea James Hot Chicken,US Foods,761106,SPICE  PPR CYN GRND PLST JUG,each,,1,5,lb,4/8/24,50.63
,Lea James Hot Chicken,US Foods,760611,"SPICE, PPR CYN GRND PLST SHKR",cs,,1,16,oz,6/10/24,11.15
,Lea James Hot Chicken,US Foods,6353403,SPICE  PPR WHT GRND PLST SHKR,cs,,1,18,oz,10/23/23,27.24
,Lea James Hot Chicken,US Foods,760546,"SPICE, THYME GRND FRNCH SHLF",each,,1,13,oz,10/20/23,15.4
,Lea James Hot Chicken,"JAKES, INC.",ISP163,SPICE THYME GROUND,each,,1,12,oz,10/31/23,9.65
,Lea James Hot Chicken,"JAKE'S, INC.",ISP021,SPICE WHITE PEPPER GROUND,cs,ea,1,18,oz,10/25/24,13.91
,Lea James Hot Chicken,US Foods,761239,"SPlCE, PPkA HNGAR GRMD PLST",cs,,4,5,lb,4/29/24,51.94
"Non Con, Scrubber, Stainless Steel",Lea James Hot Chicken,RESTAURANT DEPOT,55257,SPONGE STAINLES 3M 12 CT,cs,,1,12,ct,4/22/25,8.8
,Lea James Hot Chicken,US Foods,2950376,SPONGE  W  SCRBR NYLON 3.5X6,cs,,20,1,each,6/17/24,19.1
,Lea James Hot Chicken,RESTAURANT DEPOT,8.13E+11,"SPOON 13"" BK|H PRF 1CT",cs,,1,13,inches,3/19/25,3.32
,Lea James Hot Chicken,Chefs Produce,1082,SPRING MIX GREENS,case,,1,3,lb,11/3/23,15.75
"N/A Bev, Soda, Sprite",Lea James Hot Chicken,Jorge Garza,58897_XC10447739,Sprite 500ml,cs,ea,24,1,ea,3/18/25,41.5
,Lea James Hot Chicken,RESTAURANT DEPOT,8.02E+11,STOCK POT,cs,,1,1,ea,10/21/23,31.42
"Produce, STRAWBERRIES DRISCOLLS",Lea James Hot Chicken,Chefs Produce,230,STRAWBERRIES DRISCOLLS,cs,lb,8,1,lb,5/8/23,22.39
"Produce, STRAWBERRIES DRISCOLLS",Lea James Hot Chicken,Chefs Produce,5007,STRAWBERRIES DRISCOLLS,cs,,8,1,lb,6/30/23,30.5
"Produce, STRAWBERRIES INDEPENDENT",Lea James Hot Chicken,Chefs Produce,1319,STRAWBERRIES INDEPENDENT,cs,lb,8,1,lb,8/23/23,6.44
,Lea James Hot Chicken,GORDON FOOD SERVICES,614810,SUGAR CANE GRANUL,cs,,1,25,lb,11/14/24,26.31
"Dry Goods, Sugar, White",Lea James Hot Chicken,"JAKE'S, INC.",SUGR03,SUGAR EEG? GRANULATED,cs,,1,25,lb,4/14/25,24.41
,Lea James Hot Chicken,"JAKES, INC.",SUGR03,SUGAR EFG GRANULATED,cs,,1,25,lb,4/8/25,24.41
"Dry Goods, Sugar, White",Lea James Hot Chicken,"JAKES, INC.",4395612,SUGAR EFG GRANULATED,cs,,1,25,lb,6/9/25,28.23
"Dry Goods, Sugar, White",Lea James Hot Chicken,"JAKES, INC.",400188,SUGAR EFG GRANULATED,cs,,1,50,lb,5/12/25,36.05
,Lea James Hot Chicken,"JAKE'S, INC.",SUGR06,SUGAR EFG GRANULATED 403522,cs,,1,25,lb,5/9/25,30.95
,Lea James Hot Chicken,"JAKES, INC.",SUGR06,SUGAR EFG GRANULATED 403522,ea,,1,25,lb,3/13/25,32.36
,Lea James Hot Chicken,"JAKES, INC.",SUGR28,SUGAR POWDERED 10X CONF,cs,,12,2,lb,4/30/24,36
"Dry Goods, Sugar, White",Lea James Hot Chicken,US Foods,4395612,SUGAR  WHT EX FINE CANE,cs,,1,25,lb,6/27/25,28.65
,Lea James Hot Chicken,US Foods,6395610,SUGAR  WHT EX FINE CANE,cs,,8,5,lb,8/30/24,43.81
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC6817949,Supplies,cs,,1,1,ea,10/30/24,0.22
"Dry Goods, SYRUP PANCAKE MAPLE IMITATION",Lea James Hot Chicken,"JAKES, INC.",SYRP05,SYRUP PANCAKE MAPLE IMITATION,ea,,1,1,gal,6/29/23,14.81
"Non Con, Tape, White Roll, Expo Printer",Lea James Hot Chicken,US Foods,444943,"TAPE, BOND CASH RGSTR WHT 3""",cs,ea,50,1,roll,12/31/24,41.69
,Lea James Hot Chicken,US Foods,445098,"TAPE, THRL CASH RGSTR WHT",cs,,1,50,roll,8/30/24,107.64
"Frozen, TATER TOTS VERSITOT",Lea James Hot Chicken,"JAKES, INC.",FRFD04,TATER TOTS VERSITOT,ea,lb,6,5,lb,10/6/23,61.49
"N/A Bev, Tea, Regular",Lea James Hot Chicken,"JAKES, INC.",TEA030,TEA 4OZ FP 3 GALLON YIELD,cs,,24,1,each,6/9/25,28.47
"N/A Bev, Tea,, 4oz, 3 Gal YIeld",Lea James Hot Chicken,"JAKE'S, INC.",TEA030,TEA 4OZ FP 3 GALLON YIELD,case,each,24,4,oz,4/14/25,27.68
"N/A Bev, Tea,  Sweet Brew, Pure",Lea James Hot Chicken,"JAKES, INC.",TEA031,TEA SWEET BREW PURE CANE,cs,,1,8,count,2/17/25,59.83
"N/A Bev, Tea,  Sweet Brew, Pure",Lea James Hot Chicken,"JAKE'S, INC.",TEA031,TEA SWEET BREW PURE CANE,cs,,1,8,count,1/23/25,59.83
"Non Con, Cup, 2oz, Clear Plastic",Lea James Hot Chicken,"JAKES, INC.",SOFL50,*TO*CUP SOUFFLE 2OZ POLYSTY,cs,each,10,250,count,5/20/25,36.09
"Dry Goods, Shortening, Pork Lard",Lea James Hot Chicken,"JAKE'S, INC.",OILS02,T|O LARD PURE REFINED,cs,,1,50,lb,12/20/24,75.19
"Produce, TOMATILLOS BULK",Lea James Hot Chicken,FIESTA MART,66869_XC6785660,tomatillos,lb,,1,1,lb,4/24/24,1.39
"Produce, TOMATILLOS BULK",Lea James Hot Chicken,Chefs Produce,1184,TOMATILLOS WHOLE BULK,cs,,1,30,lb,4/23/24,2.43
"Produce, TOMATILLOS BULK",Lea James Hot Chicken,Pereyda Produce,187244_XC8957695,tomatilo,cs,,1,11,lb,4/30/24,1.5
,Lea James Hot Chicken,Chefs Produce,1194,TOMATOES CHERRY,cs,,1,12,count,11/3/23,5.36
"Produce, TOMATOES ROMA RED",Lea James Hot Chicken,Chefs Produce,1207,TOMATOES ROMA RED,lb,,1,25,lb,11/3/23,2.37
,Lea James Hot Chicken,Chefs Produce,920,TOMATOES ROMA RED,cs,,1,25,lb,12/18/23,52
"Dry Goods, Sauce, Tomato Ketchup, Jug",Lea James Hot Chicken,"JAKE'S, INC.",TOMP04,TOMATO KETCHUP 33% FCY,cs,ea,6,10,lb,11/6/24,69.96
,Lea James Hot Chicken,US Foods,2384873,TOMATO  PLUM #2 GRD BULK FRESH,cs,,1,25,lb,7/25/24,25.53
"N/A Bev, Water, Mineral, Topo Chico, Bottle",Lea James Hot Chicken,ALVARADO'S,165826_XC12097640,TOPO CHICO 24 | 355. ML,cs,ea,24,16,oz,4/22/25,28
"N/A Bev, Water, Mineral, Topo Chico, Bottle",Lea James Hot Chicken,Jorge Garza,58897_XC10447738,Topo Chico 24ct|355ml,cs,btl,24,12,oz,3/24/25,32.5
"N/A Bev, Water, Mineral, Topo Chico, Bottle",Lea James Hot Chicken,RESTAURANT DEPOT,87914,TOPO CHICO MINERAL 12Z,cs,ea,24,20,oz,4/17/25,29.69
"N/A Bev, Water, Mineral, Topo Chico, Bottle",Lea James Hot Chicken,RESTAURANT DEPOT,21136070378,TOPO CHICO MINERAL 12Z,cs,bottle,24,12,oz,4/2/25,29.69
,Lea James Hot Chicken,Pereyda Produce,187244_XC8957699,tortillera,cs,,1,1,ea,4/30/24,40
,Lea James Hot Chicken,"JAKE'S, INC.",SALT03,*TO* SALT KOSHER BOX 10024600017029,case,,12,3,lb,5/9/25,3.54
"N/A Bev, Coca Cola, Mexican, Bottle",Lea James Hot Chicken,"JAKES, INC.",272261,*TO* SODA COCA COLA 500ML MEXICAN,cs,each,24,1,each,6/9/25,39.5
,Lea James Hot Chicken,US Foods,8648164,TOWEL  PAPR 9.5X9 MLTFD BRN 1,cs,,16,250,each,11/13/23,32.29
"Produce, Tumeric, Fresh",Lea James Hot Chicken,Chefs Produce,1212,TURMERIC FRESH,lb,,1,1,lb,5/23/24,13
"Dry Goods, vantlla imitation FLAVOR 5X",Lea James Hot Chicken,"JAKES, INC.",FLAV16,vantlla imitation FLAVOR 5X,ea,each,4,1,gal,6/29/23,12.08
"Produce, VINEGAR APPLE CIDER SPW LN",Lea James Hot Chicken,"JAKES, INC.",369874,VINEGAR APPLE CIDER,ea,,1,1,gal,5/16/25,12.96
"Produce, VINEGAR APPLE CIDER SPW LN",Lea James Hot Chicken,Chefs Produce,1613,VINEGAR APPLE CIDER SPW LN,cs,each,4,1,gal,4/24/23,76
"Dry Goods, Vinegar, White",Lea James Hot Chicken,US Foods,1328335,VINEGAR  DSTLD WHT DMSTC 50,cs,ea,4,1,gal,12/31/24,16.98
"Dry Goods, Vinegar, Red Wine",Lea James Hot Chicken,"JAKES, INC.",270670,VINEGAR RED WINE,ea,ea,2,5,ltr,5/23/25,16.73
"Dry Goods, Vinegar, Rice Wine",Lea James Hot Chicken,"JAKE'S, INC.",OLVS24,VINEGAR RICE HINE SEASONED 10041224705200,jug,,1,128,fl,5/26/25,78.72
,Lea James Hot Chicken,"JAKES, INC.",410006,VINEGAR WH 50GR,ea,,1,1,gallon,5/12/25,4.36
"Dry Goods, SO VINEGAR WH 50GR",Lea James Hot Chicken,US Foods,410006,VINEGAR WH 50GR m 0007173535009,cs,each,6,1,gal,6/30/25,20.16
,Lea James Hot Chicken,"JAKE'S, INC.",OLVS11,VINEGAR WHITE 40 GR,cs,each,6,1,gal,5/22/24,20.99
"Dry Goods, Vinegar, White",Lea James Hot Chicken,"JAKES, INC.",OLVS11,VINEGAR WHITE 40 GR,ea,each,6,1,gal,5/30/25,20.3
"Dry Goods, SO VINEGAR WH 50GR",Lea James Hot Chicken,US Foods,OLVS11,VINEGAR WHITE 40 GR,ea,,1,1,gal,6/27/25,4.24
,Lea James Hot Chicken,GORDON FOOD SERVICES,629640,VINEGAR WHT DISTILLED 5% 4-1GAL GCHC,cs,ea,4,1,gallon,11/26/24,24
