timestamp,table,pk,column,value,error_message
2025-07-06T10:16:31.865318,recipes,72,,,Recipe has no costed ingredients
2025-07-06T10:16:31.865335,recipes,74,,,Recipe has no costed ingredients
2025-07-06T10:16:31.865338,recipes,75,,,Recipe has no costed ingredients
2025-07-06T10:16:31.865355,recipes,81,food_cost_percentage,119.99,High food cost percentage: 120.0%
2025-07-06T10:16:31.865359,recipes,83,,,Recipe has no ingredients
2025-07-06T10:16:31.865365,recipes,87,food_cost_percentage,122.49466666666666,High food cost percentage: 122.5%
2025-07-06T10:16:31.865375,recipes,97,,,Recipe has no ingredients
2025-07-06T10:16:31.865379,recipes,100,,,Recipe has no ingredients
2025-07-06T10:16:31.865382,recipes,102,,,Recipe has no ingredients
2025-07-06T10:16:31.865385,recipes,105,,,Recipe has no ingredients
2025-07-06T10:16:31.865387,recipes,106,,,Recipe has no ingredients
2025-07-06T10:16:31.865402,recipes,122,,,Recipe has no ingredients
2025-07-06T10:16:31.865409,recipes,130,,,Recipe has no ingredients
2025-07-06T10:16:31.865742,recipe_ingredients,324,ingredient_name,"Protein, Pork Belly, Diced, Hickory Smoked","Ingredient name mismatch: ""Protein, Pork Belly, Diced, Hickory Smoked"" vs ""Frozen, Corn Rib, Hickory Smoked"""
2025-07-06T10:16:31.865748,recipe_ingredients,327,ingredient_name,"Water, Tap","Ingredient name mismatch: ""Water, Tap"" vs ""N/A Bev, WATER PLST BTL CLR TWIST CAP"""
2025-07-06T10:16:31.865755,recipe_ingredients,334,ingredient_name,"Produce, CABBAGE GREEN SHREDDED","Ingredient name mismatch: ""Produce, CABBAGE GREEN SHREDDED"" vs ""Produce, Cabbage, Red, Shredded"""
2025-07-06T10:16:31.865820,recipe_ingredients,409,ingredient_name,"Dry Goods, Oil, Canola, Salad -v","Ingredient name mismatch: ""Dry Goods, Oil, Canola, Salad -v"" vs ""Dry Goods, Oil, Canola, Salad"""
2025-07-06T10:16:31.865874,recipe_ingredients,459,ingredient_name,"Dry Goods,  Spice, Paprika, Powder - Spanish","Ingredient name mismatch: ""Dry Goods,  Spice, Paprika, Powder - Spanish"" vs ""Dry Goods,  Spice, Paprika, Powder"""
2025-07-06T10:16:31.865893,recipe_ingredients,476,ingredient_name,"Dry Goods, MAYONNAISE  HVY PLST SHLF","Ingredient name mismatch: ""Dry Goods, MAYONNAISE  HVY PLST SHLF"" vs ""Dry Goods, Mayonnaise, Heavy"""
2025-07-06T10:16:31.865910,recipe_ingredients,490,ingredient_name,"Dry Goods, Sauce, Tomato Ketchup, Jug","Ingredient name mismatch: ""Dry Goods, Sauce, Tomato Ketchup, Jug"" vs ""Dry Goods, Ketchup Packets"""
2025-07-06T10:16:31.865914,recipe_ingredients,492,ingredient_name,"Dry Goods, Sambal Chill Sauce (wt)","Ingredient name mismatch: ""Dry Goods, Sambal Chill Sauce (wt)"" vs ""Dry Goods, Sauce, Chile Sambal"""
2025-07-06T10:16:31.865918,recipe_ingredients,494,ingredient_name,Garlic Salt,"Ingredient name mismatch: ""Garlic Salt"" vs ""Dry Goods, Sauce, Chilli & Garlic"""
2025-07-06T10:16:31.865921,recipe_ingredients,495,ingredient_name,"Dry Goods, Onion Powder","Ingredient name mismatch: ""Dry Goods, Onion Powder"" vs ""Dry Goods,  Spice, Paprika, Powder"""
2025-07-06T10:16:31.865928,recipe_ingredients,502,ingredient_name,Kale - Chopped,"Ingredient name mismatch: ""Kale - Chopped"" vs ""PD KALE CHOPPED"""
