timestamp,table,pk,column,value,error_message
2025-07-06T09:43:37.010367,inventory,2682,item_code,,Missing required item_code
2025-07-06T09:43:37.010376,inventory,2682,item_description,,Missing required item_description
2025-07-06T09:43:37.010571,recipes,69,food_cost_percentage,290.4947142857143,High food cost percentage: 290.5%
2025-07-06T09:43:37.010577,recipes,72,,,Recipe has no costed ingredients
2025-07-06T09:43:37.010581,recipes,74,,,Recipe has no costed ingredients
2025-07-06T09:43:37.010589,recipes,80,food_cost_percentage,511.7885,High food cost percentage: 511.8%
2025-07-06T09:43:37.010595,recipes,85,food_cost_percentage,244.04433333333336,High food cost percentage: 244.0%
2025-07-06T09:43:37.010599,recipes,87,food_cost_percentage,122.49466666666669,High food cost percentage: 122.5%
2025-07-06T09:43:37.010609,recipes,97,,,Recipe has no ingredients
2025-07-06T09:43:37.010611,recipes,97,prep_recipe_yield_uom,portions,Invalid prep recipe yield UOM: portions
2025-07-06T09:43:37.010615,recipes,100,,,Recipe has no ingredients
2025-07-06T09:43:37.010617,recipes,102,,,Recipe has no ingredients
2025-07-06T09:43:37.010620,recipes,103,food_cost_percentage,345.43291666666664,High food cost percentage: 345.4%
2025-07-06T09:43:37.010623,recipes,105,,,Recipe has no ingredients
2025-07-06T09:43:37.010637,recipes,121,food_cost_percentage,2448.1673333333338,High food cost percentage: 2448.2%
2025-07-06T09:43:37.010644,recipes,124,food_cost_percentage,341.31791666666663,High food cost percentage: 341.3%
2025-07-06T09:43:37.011003,recipe_ingredients,295,ingredient_id,25,Invalid ingredient_id reference
2025-07-06T09:43:37.011008,recipe_ingredients,296,ingredient_id,419,Invalid ingredient_id reference
2025-07-06T09:43:37.011017,recipe_ingredients,303,ingredient_id,14,Invalid ingredient_id reference
2025-07-06T09:43:37.011020,recipe_ingredients,304,ingredient_id,90,Invalid ingredient_id reference
2025-07-06T09:43:37.011023,recipe_ingredients,305,ingredient_id,652,Invalid ingredient_id reference
2025-07-06T09:43:37.011025,recipe_ingredients,306,ingredient_id,474,Invalid ingredient_id reference
2025-07-06T09:43:37.011028,recipe_ingredients,307,ingredient_id,475,Invalid ingredient_id reference
2025-07-06T09:43:37.011030,recipe_ingredients,308,ingredient_id,525,Invalid ingredient_id reference
2025-07-06T09:43:37.011032,recipe_ingredients,309,ingredient_id,433,Invalid ingredient_id reference
2025-07-06T09:43:37.011036,recipe_ingredients,312,ingredient_id,183,Invalid ingredient_id reference
2025-07-06T09:43:37.011038,recipe_ingredients,313,ingredient_id,475,Invalid ingredient_id reference
2025-07-06T09:43:37.011042,recipe_ingredients,315,ingredient_id,622,Invalid ingredient_id reference
2025-07-06T09:43:37.011044,recipe_ingredients,316,ingredient_id,87,Invalid ingredient_id reference
2025-07-06T09:43:37.011048,recipe_ingredients,317,ingredient_id,12,Invalid ingredient_id reference
2025-07-06T09:43:37.011050,recipe_ingredients,318,ingredient_id,183,Invalid ingredient_id reference
2025-07-06T09:43:37.011053,recipe_ingredients,319,ingredient_id,87,Invalid ingredient_id reference
2025-07-06T09:43:37.011055,recipe_ingredients,320,ingredient_id,286,Invalid ingredient_id reference
2025-07-06T09:43:37.011057,recipe_ingredients,321,ingredient_id,622,Invalid ingredient_id reference
2025-07-06T09:43:37.011060,recipe_ingredients,322,ingredient_id,105,Invalid ingredient_id reference
2025-07-06T09:43:37.011062,recipe_ingredients,323,ingredient_id,419,Invalid ingredient_id reference
2025-07-06T09:43:37.011065,recipe_ingredients,324,ingredient_id,39,Invalid ingredient_id reference
2025-07-06T09:43:37.011067,recipe_ingredients,325,ingredient_id,448,Invalid ingredient_id reference
2025-07-06T09:43:37.011069,recipe_ingredients,326,ingredient_id,638,Invalid ingredient_id reference
2025-07-06T09:43:37.011071,recipe_ingredients,327,ingredient_id,552,Invalid ingredient_id reference
2025-07-06T09:43:37.011074,recipe_ingredients,328,ingredient_id,175,Invalid ingredient_id reference
2025-07-06T09:43:37.011077,recipe_ingredients,329,ingredient_id,105,Invalid ingredient_id reference
2025-07-06T09:43:37.011079,recipe_ingredients,330,ingredient_id,825,Invalid ingredient_id reference
2025-07-06T09:43:37.011082,recipe_ingredients,334,ingredient_id,610,Invalid ingredient_id reference
