timestamp,table,pk,column,value,error_message
2025-07-06T10:12:49.801876,inventory,11,pack_size,24 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.801898,inventory,24,purchase_unit,ct,Invalid purchase unit: ct
2025-07-06T10:12:49.801921,inventory,84,pack_size,8 piece,Invalid unit in pack size: piece
2025-07-06T10:12:49.801925,inventory,86,pack_size,1 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.801938,inventory,90,recipe_cost_unit,slice,Invalid recipe cost unit: slice
2025-07-06T10:12:49.801944,inventory,92,pack_size,1 count,Invalid unit in pack size: count
2025-07-06T10:12:49.801948,inventory,93,pack_size,1 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.801985,inventory,153,pack_size,6 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.802047,inventory,285,recipe_cost_unit,jug,Invalid recipe cost unit: jug
2025-07-06T10:12:49.802056,inventory,293,purchase_unit,jug,Invalid purchase unit: jug
2025-07-06T10:12:49.802091,inventory,342,pack_size,1 x 1,Invalid pack size format: 1 x 1
2025-07-06T10:12:49.802129,inventory,414,pack_size,24 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.802138,inventory,417,pack_size,1 x 1,Invalid pack size format: 1 x 1
2025-07-06T10:12:49.802214,inventory,482,pack_size,18 count,Invalid unit in pack size: count
2025-07-06T10:12:49.802259,inventory,541,pack_size,1 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.802271,inventory,552,pack_size,32 x 0.5 ltr,Invalid unit in pack size: ltr
2025-07-06T10:12:49.802304,inventory,614,pack_size,5 x 1,Invalid pack size format: 5 x 1
2025-07-06T10:12:49.802308,inventory,616,pack_size,1 x 5,Invalid pack size format: 1 x 5
2025-07-06T10:12:49.802318,inventory,620,pack_size,1 x 5,Invalid pack size format: 1 x 5
2025-07-06T10:12:49.802328,inventory,623,pack_size,24 ct,Invalid unit in pack size: ct
2025-07-06T10:12:49.802330,inventory,623,purchase_unit,unit,Invalid purchase unit: unit
2025-07-06T10:12:49.802341,inventory,627,pack_size,1 count,Invalid unit in pack size: count
2025-07-06T10:12:49.802344,inventory,628,pack_size,1 x 4,Invalid pack size format: 1 x 4
2025-07-06T10:12:49.802352,inventory,630,pack_size,3 x 1 count,Invalid unit in pack size: count
2025-07-06T10:12:49.802356,inventory,636,pack_size,8 piece,Invalid unit in pack size: piece
2025-07-06T10:12:49.802370,inventory,670,pack_size,1 x 1,Invalid pack size format: 1 x 1
2025-07-06T10:12:49.802396,inventory,724,purchase_unit,jug,Invalid purchase unit: jug
2025-07-06T10:12:49.802427,inventory,773,pack_size,1 x 2,Invalid pack size format: 1 x 2
2025-07-06T10:12:49.802440,inventory,792,purchase_unit,bg,Invalid purchase unit: bg
2025-07-06T10:12:49.802463,inventory,841,pack_size,8 count,Invalid unit in pack size: count
2025-07-06T10:12:49.802469,inventory,853,recipe_cost_unit,btl,Invalid recipe cost unit: btl
2025-07-06T10:12:49.802475,inventory,855,recipe_cost_unit,bottle,Invalid recipe cost unit: bottle
2025-07-06T10:12:49.802484,inventory,865,pack_size,2 x 5 ltr,Invalid unit in pack size: ltr
2025-07-06T10:12:49.802489,inventory,866,purchase_unit,jug,Invalid purchase unit: jug
2025-07-06T10:12:49.802513,inventory,873,purchase_unit,bottle,Invalid purchase unit: bottle
2025-07-06T10:12:49.802521,inventory,874,pack_size,4 x 1,Invalid pack size format: 4 x 1
2025-07-06T10:12:49.803293,recipes,72,,,Recipe has no costed ingredients
2025-07-06T10:12:49.803314,recipes,74,,,Recipe has no costed ingredients
2025-07-06T10:12:49.803347,recipes,81,food_cost_percentage,119.99,High food cost percentage: 120.0%
2025-07-06T10:12:49.803369,recipes,87,food_cost_percentage,122.49466666666666,High food cost percentage: 122.5%
2025-07-06T10:12:49.803440,recipes,97,,,Recipe has no ingredients
2025-07-06T10:12:49.803449,recipes,100,,,Recipe has no ingredients
2025-07-06T10:12:49.803452,recipes,102,,,Recipe has no ingredients
2025-07-06T10:12:49.803455,recipes,105,,,Recipe has no ingredients
2025-07-06T10:12:49.805458,recipe_ingredients,296,ingredient_name,Collard Greens Recipe,"Ingredient name mismatch: ""Collard Greens Recipe"" vs ""Produce, Collard Green, Frozen, Chopped"""
2025-07-06T10:12:49.805494,recipe_ingredients,304,unit_of_measure,slice,Invalid UOM: slice
2025-07-06T10:12:49.805706,recipe_ingredients,315,ingredient_name,Kale Kimchi Recipe,"Ingredient name mismatch: ""Kale Kimchi Recipe"" vs ""PD KALE CHOPPED"""
2025-07-06T10:12:49.805721,recipe_ingredients,320,ingredient_name,Charred Onion Ranch,"Ingredient name mismatch: ""Charred Onion Ranch"" vs ""Dry Goods, Ranch Dressing, with Jalapeno"""
2025-07-06T10:12:49.805724,recipe_ingredients,321,ingredient_name,Kale Kimchi Recipe,"Ingredient name mismatch: ""Kale Kimchi Recipe"" vs ""PD KALE CHOPPED"""
2025-07-06T10:12:49.805730,recipe_ingredients,324,ingredient_name,"Protein, Pork Belly, Diced, Hickory Smoked","Ingredient name mismatch: ""Protein, Pork Belly, Diced, Hickory Smoked"" vs ""Frozen, Corn Rib, Hickory Smoked"""
2025-07-06T10:12:49.805736,recipe_ingredients,327,ingredient_name,"Water, Tap","Ingredient name mismatch: ""Water, Tap"" vs ""N/A Bev, Water, Still, Bottles"""
2025-07-06T10:12:49.805744,recipe_ingredients,334,ingredient_name,"Produce, CABBAGE GREEN SHREDDED","Ingredient name mismatch: ""Produce, CABBAGE GREEN SHREDDED"" vs ""Produce, Cabbage, Red, Shredded"""
2025-07-06T10:12:49.805751,recipe_ingredients,338,ingredient_name,Pickled Shallot,"Ingredient name mismatch: ""Pickled Shallot"" vs ""Produce, Shallots, Peeled, Fresh"""
2025-07-06T10:12:49.805755,recipe_ingredients,340,ingredient_name,French Fries Recipe,"Ingredient name mismatch: ""French Fries Recipe"" vs ""Dry Goods, Bread, French Toast, Thick Slice"""
2025-07-06T10:12:49.805759,recipe_ingredients,342,unit_of_measure,slice,Invalid UOM: slice
2025-07-06T10:12:49.805763,recipe_ingredients,343,ingredient_name,Onion Ranch,"Ingredient name mismatch: ""Onion Ranch"" vs ""Dry Goods, Ranch Dressing, with Jalapeno"""
2025-07-06T10:12:49.805765,recipe_ingredients,344,ingredient_name,Kale Kimchi Recipe,"Ingredient name mismatch: ""Kale Kimchi Recipe"" vs ""PD KALE CHOPPED"""
2025-07-06T10:12:49.805770,recipe_ingredients,346,ingredient_name,French Fries Recipe,"Ingredient name mismatch: ""French Fries Recipe"" vs ""Dry Goods, Bread, French Toast, Thick Slice"""
2025-07-06T10:12:49.805773,recipe_ingredients,348,ingredient_name,Fried Chicken Tender,"Ingredient name mismatch: ""Fried Chicken Tender"" vs ""Dry Goods, Chicken Base, Paste"""
2025-07-06T10:12:49.805777,recipe_ingredients,350,ingredient_name,Pickled Shallot,"Ingredient name mismatch: ""Pickled Shallot"" vs ""Produce, Shallots, Peeled, Fresh"""
2025-07-06T10:12:49.805779,recipe_ingredients,351,ingredient_name,French Fries Recipe,"Ingredient name mismatch: ""French Fries Recipe"" vs ""Dry Goods, Bread, French Toast, Thick Slice"""
2025-07-06T10:12:49.805782,recipe_ingredients,352,ingredient_name,Charred Onion Ranch,"Ingredient name mismatch: ""Charred Onion Ranch"" vs ""Dry Goods, Ranch Dressing, with Jalapeno"""
2025-07-06T10:12:49.805786,recipe_ingredients,354,unit_of_measure,fl ounce,Invalid UOM: fl ounce
2025-07-06T10:12:49.805792,recipe_ingredients,357,ingredient_name,Onion Ranch,"Ingredient name mismatch: ""Onion Ranch"" vs ""Dry Goods, Ranch Dressing, with Jalapeno"""
